pid,rid,verb,verbstem,sentence,ISO3,object,objectcleanpp,objecttype,label1,label2,group
130500,64570,arrested,arrest,"Kabuli Sobhasundar (41), a close associate of Odisha Maovadi Party (OMP) leader Sabysachi Panda, was arrested from a marketplace at Baliguda in the Kandhamal District, reports The Hindu on July 28.",IND,"Kabuli Sobhasundar ( 41 ) , a close associate of Odisha Maovadi Party ( OMP ) leader Sabysachi Panda , from a marketplace at Baliguda",kabuli sobhasundar close associate odisha maovadi party omp leader sabysachi panda marketplace,person,civilian,,NA
81418,42325,arrested,arrest,"One of the kingpins of a fake currency racket, identified as Dinesh Singh (27) of Tanger in Bishenpur District of Manipur, was arrested by the SFs from the Tarapur residential area of Silchar on February 12, reports Sentinel.",IND,"One of the kingpins of a fake currency racket , identified as Dinesh Singh ( 27 ) of Tanger in Bishenpur District of Manipur , from the Tarapur residential area of Silchar",kingpins fake currency racket identified dinesh singh residential area,person,civilian,,NA
9073,4240,killed,kill,"On August 9, left-wing extremists, Naxalites of the People's War Group (PWG) killed a local leader in Racharla Timmapur village of Karimnagar district.",IND,a local leader,local leader,person,civilian,,NA
74170,38807,arrested,arrest,"In another operation, Police arrested two over-ground workers of the LeT from Dalgate area of Srinagar.",IND,two over- ground workers of the LeT from Dalgate area of Srinagar,over ground workers let area,person,civilian,,NA
19973,11540,killed,kill,Suspected All-Tripura Tiger Force (ATTF) terrorists killed a local-level leader of the Indigenous Nationalist Party of Tripura (INPT) on January 2-night.,IND,a local - level leader of the Indigenous Nationalist Party of Tripura ( INPT ),local level leader indigenous nationalist party tripura inpt,person,civilian,,NA
84926,44008,killed,kill,"The Communist Party of India-Maoist (CPI-Maoist) cadres killed Bhartiy Janata Party (BJP) local leader Budhara Sodi at Keralapal village in Dantewada District on May 26, reported PTI.",IND,Bhartiy Janata Party,bhartiy janata party,person,civilian,,NA
17685,10293,injured,injur,A police personnel and a Special Police Officer (SPO) were killed in the blast while another SPO was injured.,IND,another SPO,spo,person,civilian,,NA
34197,20288,arrested,arrest,"Separately, police arrested a CPI-Maoist activist, identified as Rajdev Rajwar, in the Daltonganj area of Hazaribagh district in the neighbouring State of Jharkhand on March 24.",IND,a CPI-M aoist activist,cpi aoist activist,person,civilian,,NA
19355,11194,shot,shot,"Chowdhury, a resident of Fakirganj of Dhubri district, Assam, was shot at in the left leg while attempting to flee.",IND,"Chowdhury , a resident of Fakirganj of Dhubri district , Assam ,",chowdhury resident fakirganj dhubri district,person,civilian,,NA
132626,65436,arrested,arrest,"One persons, identified as Dwarapudi Venkata Reddy (33), was arrested with Fake Indian Currency Notes (FICN) with a face value of INR 4.95 Lakh from Railway Station Road of Anakapalle city in Visakhapatnam District on September 17, reports The Times of India.",IND,"One persons , identified as Dwarapudi Venkata Reddy ( 33 ) , with Fake Indian Currency Notes ( FICN ) with a face value of INR 4.95 Lakh from Railway Station Road of Anakapalle city in Visakhapatnam District",persons identified dwarapudi venkata reddy fake indian currency notes ficn face value inr lakh railway station road city district,person,civilian,,NA
140429,68583,arrest,arrest,Two teams of the NIA and Intelligence Bureau (IB) are presently scanning the leads at Nadia and North 24-Parganas Districts to arrest the leader from West Bengal.,IND,the leader from West Bengal,leader,person,civilian,,NA
90598,46602,abducted,abduct,"The Maoists also abducted one person from Usur locality of the same District on October 24, taking the total number of people abducted to 11.",IND,one person from Usur locality of the same District,person locality same district,person,civilian,,NA
66591,35344,killed,kill,"On October 16, the Crime Branch of Orissa Police confirmed that the Communist Party of India-Maoist (CPI-Maoist) had killed Vishwa Hindu Parishad (VHP) leader Lakshmanananda Saraswati in the Kandhamal district on August 23 by involving some local armed groups, reports The Hindu.",IND,Vishwa Hindu Parishad ( VHP ) leader Lakshmanananda Saraswati in the Kandhamal district on August 23 by involving some local armed groups,vishwa hindu parishad vhp leader lakshmanananda saraswati district august involving local armed groups,person,civilian,,NA
3153,1434,assassinate,assassin,"The State government has issued a high alert, following intelligence reports that two activists of the Liberation Tigers of Tamil Eelam (LTTE) were planning to enter the state to assassinate prominent political leaders.",IND,prominent political leaders,prominent political leaders,person,civilian,,NA
124686,62083,arrested,arrest,"One person, identified as S Sankar alias Shahrukh Khan, was arrested on February 27 from Thoraiyur area of Tiruchirappalli District for allegedly planting explosives on the Puducherry bound Puducherry-Dadar Express in the month of January 2013, reports The Times of India.",IND,"One person , identified as S Sankar alias Shahrukh Khan , from Thoraiyur area of Tiruchirappalli District",person identified sankar alias shahrukh khan area,person,civilian,,NA
33659,19978,injured,injur,"On February 23, suspected terrorists belonging to the Biswamohan Debbarma faction of the National Liberation Front of Tripura (NLFT) opened fire on a truck and injured three labourers and the truck driver at Ambasa-Gandacherra road in the Dhalai district of Tripura.",IND,three labourers and the truck driver at Ambasa - Gandacherra road in the Dhalai district of Tripura,labourers and truck driver road dhalai district,person,civilian,,NA
111125,56402,injured,injur,"While one PLFI cadre was killed, four others of the group, including their leader, Dilip Singh, were injured.",IND,"four others of the group , including their leader , Dilip Singh ,",others group including their leader dilip singh,person,civilian,,NA
38428,22533,arrested,arrest,Assam Tribune has reported that three ULFA sympathisers were arrested in connection with the incident.,IND,three ULFA sympathisers,ulfa sympathisers,person,civilian,,NA
26717,16092,surrendered,surrend,"Separately, five NDFB terrorists including B. Bambrima alias Bhuban Basumatary, the Dhubri <fc><be><8c><93><a4><bc>district commander' of the outfit surrendered at Monglajhora in the Dhubri district along with two AK-56 rifles, four magazines, 120 rounds of AK-56 live ammunition and one Chinese grenade.",IND,the outfit,outfit,person,civilian,,NA
38302,22473,wounded,wound,"Elsewhere in the State, a group of terrorists shot at and wounded a CPI-M activist, Ashiq Hussain Bhat, at Ashmuji in the Anantnag district.",IND,"a CPI-M activist , Ashiq Hussain Bhat ,",cpi activist ashiq hussain bhat,person,civilian,,NA
48066,27283,killed,kill,"A leader of the Dima Halim Daogah (DHD), Arnol Ponglu, was killed and two cadres were injured when militants of the Black Widow, the anti-talks' faction of the outfit led by Jewel Garlossa, attacked them at Umrangshu in the North Cachar Hills district on December 13-night, reports Telegraph.",IND,"A leader of the Dima Halim Daogah ( DHD ) , Arnol Ponglu ,",leader dima halim daogah dhd arnol ponglu,person,civilian,,NA
18655,10828,killed,kill,"According to a delayed media report, on November 14, two Kuki National Front (military council) terrorists, identified as Saikam Kipgen, 'president' of the outfit and Jampu Haokip, outfit's 'home secretary' were killed in an internecine clash in Manipur.",IND,"'pre sident ' of the outfit and Jampu Haokip , outfit 's 'home secretary '",pre sident outfit and jampu haokip home secretary,person,civilian,,NA
75553,39480,killed,kill,"Eight members of a family, including a two-year-old girl, in the remote Koilibeda area of Kanker District were killed by the Communist Party of India-Maoist (CPI-Maoist) in the afternoon of August 11, reports Telegraph.",IND,the remote Koilibeda area of Kanker District,remote area kanker district,person,civilian,,NA
100293,51571,arrested,arrest,"Times of India reports that Security Forces (SFs) on September 3 arrested a 'lieutenant colonel' of People's Liberation Army (PLA) of Manipur, identified as Thoungjam Ibomcha (51) alias Bali alias Maibam Tomba Singh, was arrested from the Hengrabari area of Guwahati City.",IND,a 'l ieutenant colonel ' of People 's Liberation Army ( PLA ) of Manipur,ieutenant colonel people liberation army pla,person,civilian,,NA
65385,34870,killed,kill,The Maoists killed the two villagers suspecting that they were police informers.,IND,the two villagers suspecting that they were police informers,villagers suspecting they were police informers,person,civilian,,NA
91324,46988,killed,kill,"Meanwhile, the Hizb-ul-Mujahideen (HM) <fc><be><8c><93><a4><bc>divisional commander' Mohammad Abdullah Chechi alias Abdullah Inqullabi, a Pakistani militant who was arrested in New Delhi in the night of November 14, according to reports was so much desperate to reach Pakistan along with his wife Shehnaz Akhter alias Dilshad alias Ujefi of Daleri in the Kandi area of Rajouri District that he had offered to get four militants of his outfit killed by providing information to a Police officer in Rajouri District about them in lieu of a passport for his wife.",IND,his outfit,his outfit,person,civilian,,NA
8676,4020,arrested,arrest,"However, news reports said local residents and the Hizb alleged have that the Hizb deputy chief was arrested from Bagandar and killed in custody after interrogation.",IND,the Hizb deputy chief from Bagandar,hizb deputy chief bagandar,person,civilian,,NA
131920,65159,arrested,arrest,"Anil Kumar Jain, who runs an arms shop in Sirsa District (Haryana), was arrested from Lucknow.",IND,"Anil Kumar Jain , who runs an arms shop in Sirsa District ( Haryana ) , from Lucknow",anil kumar jain who runs arms shop,person,civilian,,NA
69289,36542,arrested,arrest,"Similarly, personnel of the Rajput Regiment neutralised a camp of the Karbi Longri North Cachar Hills Liberation Front (KLNLF) at Lankaso in the Karbi Anglong District and arrested one <fc><be><8c><93><a4><bc>sergeant major' of the outfit on January 1, reports Sentinel.",IND,one < fc > < be > < 8c > < 93 > < a4 > < bc > sergeant major ' of the outfit,fc be bc sergeant major outfit,person,civilian,,NA
